Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8IWU5	SULF2_HUMAN	reviewed	Extracellular sulfatase Sulf-2 (hSulf-2) (EC 3.1.6.-)	SULF2 KIAA1247 UNQ559/PRO1120	Homo sapiens (Human)	870
Q8NG11	TSN14_HUMAN	reviewed	Tetraspanin-14 (Tspan-14) (DC-TM4F2) (Transmembrane 4 superfamily member 14)	TSPAN14 TM4SF14	Homo sapiens (Human)	270
Q5VTQ0	TT39B_HUMAN	reviewed	Tetratricopeptide repeat protein 39B (TPR repeat protein 39B)	TTC39B C9orf52	Homo sapiens (Human)	682
Q15361	TTF1_HUMAN	reviewed	Transcription termination factor 1 (TTF-1) (RNA polymerase I termination factor) (Transcription termination factor I) (TTF-I)	TTF1	Homo sapiens (Human)	905
P02766	TTHY_HUMAN	reviewed	Transthyretin (ATTR) (Prealbumin) (TBPA)	TTR PALB	Homo sapiens (Human)	147
P08842	STS_HUMAN	reviewed	Steryl-sulfatase (EC 3.1.6.2) (Arylsulfatase C) (ASC) (Steroid sulfatase) (Steryl-sulfate sulfohydrolase)	STS ARSC1	Homo sapiens (Human)	583
P51687	SUOX_HUMAN	reviewed	Sulfite oxidase, mitochondrial (EC 1.8.3.1)	SUOX	Homo sapiens (Human)	545
Q86UF1	TSN33_HUMAN	reviewed	Tetraspanin-33 (Tspan-33) (Penumbra) (hPen) (Proerythroblast new membrane)	TSPAN33 PEN	Homo sapiens (Human)	283
P62079	TSN5_HUMAN	reviewed	Tetraspanin-5 (Tspan-5) (Tetraspan NET-4) (Transmembrane 4 superfamily member 9)	TSPAN5 TM4SF9	Homo sapiens (Human)	268
P07996	TSP1_HUMAN	reviewed	Thrombospondin-1 (Glycoprotein G)	THBS1 TSP TSP1	Homo sapiens (Human)	1170
P30536	TSPO_HUMAN	reviewed	Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR)	TSPO BZRP MBR	Homo sapiens (Human)	169
Q14849	STAR3_HUMAN	reviewed	StAR-related lipid transfer protein 3 (Metastatic lymph node gene 64 protein) (MLN 64) (Protein CAB1) (START domain-containing protein 3) (StARD3)	STARD3 CAB1 MLN64	Homo sapiens (Human)	445
Q8N2I9	STK40_HUMAN	reviewed	Serine/threonine-protein kinase 40 (EC 2.7.11.1) (SINK-homologous serine/threonine-protein kinase) (Sugen kinase 495) (SgK495)	STK40 SGK495 SHIK	Homo sapiens (Human)	435
Q8NBK3	SUMF1_HUMAN	reviewed	Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)	SUMF1 PSEC0152 UNQ3037/PRO9852	Homo sapiens (Human)	374
P55058	PLTP_HUMAN	reviewed	Phospholipid transfer protein (Lipid transfer protein II)	PLTP	Homo sapiens (Human)	493
P07738	PMGE_HUMAN	reviewed	Bisphosphoglycerate mutase (BPGM) (EC 5.4.2.4) (2,3-bisphosphoglycerate mutase, erythrocyte) (2,3-bisphosphoglycerate synthase) (EC 5.4.2.11) (2,3-diphosphoglycerate mutase) (DPGM) (BPG-dependent PGAM)	BPGM	Homo sapiens (Human)	259
Q9Y6A1	POMT1_HUMAN	reviewed	Protein O-mannosyl-transferase 1 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 1)	POMT1	Homo sapiens (Human)	747
P27169	PON1_HUMAN	reviewed	Serum paraoxonase/arylesterase 1 (PON 1) (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1) (Aromatic esterase 1) (A-esterase 1) (K-45) (Serum aryldialkylphosphatase 1)	PON1 PON	Homo sapiens (Human)	355
P62136	PP1A_HUMAN	reviewed	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit (PP-1A) (EC 3.1.3.16)	PPP1CA PPP1A	Homo sapiens (Human)	330
P62140	PP1B_HUMAN	reviewed	Serine/threonine-protein phosphatase PP1-beta catalytic subunit (PP-1B) (PPP1CD) (EC 3.1.3.16) (EC 3.1.3.53)	PPP1CB	Homo sapiens (Human)	327
P50897	PPT1_HUMAN	reviewed	Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	PPT1 CLN1 PPT	Homo sapiens (Human)	306
P31939	PUR9_HUMAN	reviewed	Bifunctional purine biosynthesis protein PURH [Cleaved into: Bifunctional purine biosynthesis protein PURH, N-terminally processed] [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	ATIC PURH OK/SW-cl.86	Homo sapiens (Human)	592
P30520	PURA2_HUMAN	reviewed	Adenylosuccinate synthetase isozyme 2 (AMPSase 2) (AdSS 2) (EC 6.3.4.4) (Adenylosuccinate synthetase, acidic isozyme) (Adenylosuccinate synthetase, liver isozyme) (L-type adenylosuccinate synthetase) (IMP--aspartate ligase 2)	ADSS ADSS2	Homo sapiens (Human)	456
Q15111	PLCL1_HUMAN	reviewed	Inactive phospholipase C-like protein 1 (PLC-L1) (Phospholipase C-deleted in lung carcinoma) (Phospholipase C-related but catalytically inactive protein) (PRIP)	PLCL1	Homo sapiens (Human)	1095
Q86YW0	PLCZ1_HUMAN	reviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1 (EC 3.1.4.11) (Phosphoinositide phospholipase C-zeta-1) (Phospholipase C-zeta-1) (PLC-zeta-1) (Testis-development protein NYD-SP27)	PLCZ1	Homo sapiens (Human)	608
Q9NUQ2	PLCE_HUMAN	reviewed	1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 5) (1-AGP acyltransferase 5) (1-AGPAT 5) (Lysophosphatidic acid acyltransferase epsilon) (LPAAT-epsilon)	AGPAT5	Homo sapiens (Human)	364
P19174	PLCG1_HUMAN	reviewed	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 (EC 3.1.4.11) (PLC-148) (Phosphoinositide phospholipase C-gamma-1) (Phospholipase C-II) (PLC-II) (Phospholipase C-gamma-1) (PLC-gamma-1)	PLCG1 PLC1	Homo sapiens (Human)	1290
Q7Z6Z6	PLPL5_HUMAN	reviewed	Patatin-like phospholipase domain-containing protein 5 (EC 3.1.1.-) (GS2-like protein)	PNPLA5 GS2L	Homo sapiens (Human)	429
O14494	PLPP1_HUMAN	reviewed	Phospholipid phosphatase 1 (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 1) (PAP2-alpha) (Phosphatidate phosphohydrolase type 2a) (Phosphatidic acid phosphatase 2a) (PAP-2a) (PAP2a)	PLPP1 LPP1 PPAP2A	Homo sapiens (Human)	284
Q969G6	RIFK_HUMAN	reviewed	Riboflavin kinase (EC 2.7.1.26) (ATP:riboflavin 5'-phosphotransferase) (Flavokinase)	RFK	Homo sapiens (Human)	155
Q86T03	PP4P1_HUMAN	reviewed	Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase (Type 1 PtdIns-4,5-P2 4-Ptase) (EC 3.1.3.78) (PtdIns-4,5-P2 4-Ptase I) (Transmembrane protein 55B)	PIP4P1 C14orf9 TMEM55B	Homo sapiens (Human)	277
P13686	PPA5_HUMAN	reviewed	Tartrate-resistant acid phosphatase type 5 (TR-AP) (EC 3.1.3.2) (Tartrate-resistant acid ATPase) (TrATPase) (Type 5 acid phosphatase)	ACP5	Homo sapiens (Human)	325
Q9NPH0	PPA6_HUMAN	reviewed	Lysophosphatidic acid phosphatase type 6 (EC 3.1.3.2) (Acid phosphatase 6, lysophosphatidic) (Acid phosphatase-like protein 1) (PACPL1)	ACP6 ACPL1 LPAP UNQ205/PRO231	Homo sapiens (Human)	428
Q03181	PPARD_HUMAN	reviewed	Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta)	PPARD NR1C2 PPARB	Homo sapiens (Human)	441
P10619	PPGB_HUMAN	reviewed	Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain]	CTSA PPGB	Homo sapiens (Human)	480
P48651	PTSS1_HUMAN	reviewed	Phosphatidylserine synthase 1 (PSS-1) (PtdSer synthase 1) (EC 2.7.8.29) (Serine-exchange enzyme I)	PTDSS1 KIAA0024 PSSA	Homo sapiens (Human)	473
P50120	RET2_HUMAN	reviewed	Retinol-binding protein 2 (Cellular retinol-binding protein II) (CRBP-II)	RBP2 CRBP2	Homo sapiens (Human)	134
Q9NZL6	RGL1_HUMAN	reviewed	Ral guanine nucleotide dissociation stimulator-like 1 (RalGDS-like 1)	RGL1 KIAA0959 RGL	Homo sapiens (Human)	768
P02753	RET4_HUMAN	reviewed	Retinol-binding protein 4 (Plasma retinol-binding protein) (PRBP) (RBP) [Cleaved into: Plasma retinol-binding protein(1-182); Plasma retinol-binding protein(1-181); Plasma retinol-binding protein(1-179); Plasma retinol-binding protein(1-176)]	RBP4 PRO2222	Homo sapiens (Human)	201
Q6NUM9	RETST_HUMAN	reviewed	All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)	RETSAT PPSIG UNQ439/PRO872	Homo sapiens (Human)	610
P00797	RENI_HUMAN	reviewed	Renin (EC 3.4.23.15) (Angiotensinogenase)	REN	Homo sapiens (Human)	406
Q5TBB1	RNH2B_HUMAN	reviewed	Ribonuclease H2 subunit B (RNase H2 subunit B) (Aicardi-Goutieres syndrome 2 protein) (AGS2) (Deleted in lymphocytic leukemia 8) (Ribonuclease HI subunit B)	RNASEH2B DLEU8	Homo sapiens (Human)	312
P10745	RET3_HUMAN	reviewed	Retinol-binding protein 3 (Interphotoreceptor retinoid-binding protein) (IRBP) (Interstitial retinol-binding protein)	RBP3	Homo sapiens (Human)	1247
P61586	RHOA_HUMAN	reviewed	Transforming protein RhoA (Rho cDNA clone 12) (h12)	RHOA ARH12 ARHA RHO12	Homo sapiens (Human)	193
Q15493	RGN_HUMAN	reviewed	Regucalcin (RC) (Gluconolactonase) (GNL) (EC 3.1.1.17) (Senescence marker protein 30) (SMP-30)	RGN SMP30	Homo sapiens (Human)	299
Q9NRF8	PYRG2_HUMAN	reviewed	CTP synthase 2 (EC 6.3.4.2) (CTP synthetase 2) (UTP--ammonia ligase 2)	CTPS2	Homo sapiens (Human)	586
Q06124	PTN11_HUMAN	reviewed	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	PTPN11 PTP2C SHPTP2	Homo sapiens (Human)	597
O75192	PX11A_HUMAN	reviewed	Peroxisomal membrane protein 11A (HsPEX11p) (28 kDa peroxisomal integral membrane protein) (PMP28) (Peroxin-11A) (Peroxisomal biogenesis factor 11A) (Protein PEX11 homolog alpha) (PEX11-alpha)	PEX11A PEX11	Homo sapiens (Human)	247
P11498	PYC_HUMAN	reviewed	Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	PC	Homo sapiens (Human)	1178
Q8WUK0	PTPM1_HUMAN	reviewed	Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1 (EC 3.1.3.27) (PTEN-like phosphatase) (Phosphoinositide lipid phosphatase) (Protein-tyrosine phosphatase mitochondrial 1) (EC 3.1.3.16) (EC 3.1.3.48)	PTPMT1 MOSP PLIP PNAS-129	Homo sapiens (Human)	201
Q9BVG9	PTSS2_HUMAN	reviewed	Phosphatidylserine synthase 2 (PSS-2) (PtdSer synthase 2) (EC 2.7.8.29) (Serine-exchange enzyme II)	PTDSS2 PSS2	Homo sapiens (Human)	487
Q8NCQ7	PRCA1_HUMAN	reviewed	Protein PROCA1 (Protein interacting with cyclin A1)	PROCA1	Homo sapiens (Human)	364
P30041	PRDX6_HUMAN	reviewed	Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12)	PRDX6 AOP2 KIAA0106	Homo sapiens (Human)	224
Q9HB40	RISC_HUMAN	reviewed	Retinoid-inducible serine carboxypeptidase (EC 3.4.16.-) (Serine carboxypeptidase 1)	SCPEP1 RISC SCP1 MSTP034 UNQ265/PRO302	Homo sapiens (Human)	452
P17812	PYRG1_HUMAN	reviewed	CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1)	CTPS1 CTPS	Homo sapiens (Human)	591
P15153	RAC2_HUMAN	reviewed	Ras-related C3 botulinum toxin substrate 2 (GX) (Small G protein) (p21-Rac2)	RAC2	Homo sapiens (Human)	192
P51149	RAB7A_HUMAN	reviewed	Ras-related protein Rab-7a	RAB7A RAB7	Homo sapiens (Human)	207
P63000	RAC1_HUMAN	reviewed	Ras-related C3 botulinum toxin substrate 1 (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1)	RAC1 TC25 MIG5	Homo sapiens (Human)	192
P01112	RASH_HUMAN	reviewed	GTPase HRas (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1	Homo sapiens (Human)	189
P51991	ROA3_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein A3 (hnRNP A3)	HNRNPA3 HNRPA3	Homo sapiens (Human)	378
Q9P1U0	RPA12_HUMAN	reviewed	DNA-directed RNA polymerase I subunit RPA12 (Zinc ribbon domain-containing protein 1)	ZNRD1 RPA12	Homo sapiens (Human)	126
P19388	RPAB1_HUMAN	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC1 (RNA polymerases I, II, and III subunit ABC1) (DNA-directed RNA polymerase II 23 kDa polypeptide) (DNA-directed RNA polymerase II subunit E) (RPB5 homolog) (XAP4)	POLR2E	Homo sapiens (Human)	210
P52434	RPAB3_HUMAN	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC3 (RNA polymerases I, II, and III subunit ABC3) (DNA-directed RNA polymerase II subunit H) (DNA-directed RNA polymerases I, II, and III 17.1 kDa polypeptide) (RPB17) (RPB8 homolog) (hRPB8)	POLR2H	Homo sapiens (Human)	150
P30876	RPB2_HUMAN	reviewed	DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2)	POLR2B	Homo sapiens (Human)	1174
Q96AT9	RPE_HUMAN	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Ribulose-5-phosphate-3-epimerase)	RPE HUSSY-17	Homo sapiens (Human)	228
Q9Y6X1	SERP1_HUMAN	reviewed	Stress-associated endoplasmic reticulum protein 1 (Ribosome-attached membrane protein 4)	SERP1 RAMP4	Homo sapiens (Human)	66
Q6STE5	SMRD3_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3 (60 kDa BRG-1/Brm-associated factor subunit C) (BRG1-associated factor 60C) (BAF60C)	SMARCD3 BAF60C	Homo sapiens (Human)	483
Q86VZ5	SMS1_HUMAN	reviewed	Phosphatidylcholine:ceramide cholinephosphotransferase 1 (EC 2.7.8.27) (Medulla oblongata-derived protein) (Protein Mob) (Sphingomyelin synthase 1) (Transmembrane protein 23)	SGMS1 MOB SMS1 TMEM23	Homo sapiens (Human)	413
P62979	RS27A_HUMAN	reviewed	Ubiquitin-40S ribosomal protein S27a (Ubiquitin carboxyl extension protein 80) [Cleaved into: Ubiquitin; 40S ribosomal protein S27a (Small ribosomal subunit protein eS31)]	RPS27A UBA80 UBCEP1	Homo sapiens (Human)	156
P62318	SMD3_HUMAN	reviewed	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	SNRPD3	Homo sapiens (Human)	126
Q9H4L7	SMRCD_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase 1) (hHEL1)	SMARCAD1 KIAA1122	Homo sapiens (Human)	1026
Q8NHU3	SMS2_HUMAN	reviewed	Phosphatidylcholine:ceramide cholinephosphotransferase 2 (EC 2.7.8.27) (Sphingomyelin synthase 2)	SGMS2 SMS2	Homo sapiens (Human)	365
Q8IWL2	SFTA1_HUMAN	reviewed	Pulmonary surfactant-associated protein A1 (PSP-A) (PSPA) (SP-A) (SP-A1) (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-4)	SFTPA1 COLEC4 PSAP SFTP1 SFTPA SFTPA1B	Homo sapiens (Human)	248
Q969K3	RNF34_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF34 (EC 2.3.2.27) (Caspase regulator CARP1) (Caspases-8 and -10-associated RING finger protein 1) (CARP-1) (FYVE-RING finger protein Momo) (Human RING finger homologous to inhibitor of apoptosis protein) (hRFI) (RING finger protein 34) (RING finger protein RIFF) (RING-type E3 ubiquitin transferase RNF34)	RNF34	Homo sapiens (Human)	372
O43175	SERA_HUMAN	reviewed	D-3-phosphoglycerate dehydrogenase (3-PGDH) (EC 1.1.1.95) (2-oxoglutarate reductase) (EC 1.1.1.399) (Malate dehydrogenase) (EC 1.1.1.37)	PHGDH PGDH3	Homo sapiens (Human)	533
P14678	RSMB_HUMAN	reviewed	Small nuclear ribonucleoprotein-associated proteins B and B' (snRNP-B) (Sm protein B/B') (Sm-B/B') (SmB/B')	SNRPB COD SNRPB1	Homo sapiens (Human)	240
Q9Y2P5	S27A5_HUMAN	reviewed	Bile acyl-CoA synthetase (BACS) (EC 6.2.1.7) (Bile acid-CoA ligase) (BA-CoA ligase) (BAL) (Cholate--CoA ligase) (Fatty acid transport protein 5) (FATP-5) (Fatty-acid-coenzyme A ligase, very long-chain 3) (Solute carrier family 27 member 5) (Very long-chain acyl-CoA synthetase homolog 2) (VLCS-H2) (VLCSH2) (Very long-chain acyl-CoA synthetase-related protein) (VLACS-related) (VLACSR)	SLC27A5 ACSB ACSVL6 FACVL3 FATP5	Homo sapiens (Human)	690
O00337	S28A1_HUMAN	reviewed	Sodium/nucleoside cotransporter 1 (Concentrative nucleoside transporter 1) (CNT 1) (hCNT1) (Na(+)/nucleoside cotransporter 1) (Sodium-coupled nucleoside transporter 1) (Solute carrier family 28 member 1)	SLC28A1 CNT1	Homo sapiens (Human)	649
Q99808	S29A1_HUMAN	reviewed	Equilibrative nucleoside transporter 1 (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)	SLC29A1 ENT1	Homo sapiens (Human)	456
Q9NQ40	S52A3_HUMAN	reviewed	Solute carrier family 52, riboflavin transporter, member 3 (Riboflavin transporter 2) (hRFT2)	SLC52A3 C20orf54 RFT2 RFVT3	Homo sapiens (Human)	469
P02743	SAMP_HUMAN	reviewed	Serum amyloid P-component (SAP) (9.5S alpha-1-glycoprotein) [Cleaved into: Serum amyloid P-component(1-203)]	APCS PTX2	Homo sapiens (Human)	223
O60779	S19A2_HUMAN	reviewed	Thiamine transporter 1 (ThTr-1) (ThTr1) (Solute carrier family 19 member 2) (Thiamine carrier 1) (TC1)	SLC19A2 THT1 TRMA	Homo sapiens (Human)	497
Q96HN2	SAHH3_HUMAN	reviewed	Adenosylhomocysteinase 3 (AdoHcyase 3) (EC 3.3.1.1) (IP(3)Rs binding protein released with IP(3) 2) (IRBIT2) (Long-IRBIT) (S-adenosyl-L-homocysteine hydrolase 3) (S-adenosylhomocysteine hydrolase-like protein 2)	AHCYL2 KIAA0828	Homo sapiens (Human)	611
P23526	SAHH_HUMAN	reviewed	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	AHCY SAHH	Homo sapiens (Human)	432
Q6ZR62	RTL4_HUMAN	reviewed	Retrotransposon Gag-like protein 4 (Mammalian retrotransposon-derived protein 4) (Zinc finger CCHC domain-containing protein 16)	RTL4 MAR3 MART4 ZCCHC16	Homo sapiens (Human)	310
Q9H015	S22A4_HUMAN	reviewed	Solute carrier family 22 member 4 (Ergothioneine transporter) (ET transporter) (Organic cation/carnitine transporter 1)	SLC22A4 ETT OCTN1 UT2H	Homo sapiens (Human)	551
Q15424	SAFB1_HUMAN	reviewed	Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)	SAFB HAP HET SAFB1	Homo sapiens (Human)	915
O43865	SAHH2_HUMAN	reviewed	S-adenosylhomocysteine hydrolase-like protein 1 (DC-expressed AHCY-like molecule) (IP(3)Rs binding protein released with IP(3)) (IRBIT) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)	AHCYL1 DCAL IRBIT XPVKONA	Homo sapiens (Human)	530
P17900	SAP3_HUMAN	reviewed	Ganglioside GM2 activator (Cerebroside sulfate activator protein) (GM2-AP) (Sphingolipid activator protein 3) (SAP-3) [Cleaved into: Ganglioside GM2 activator isoform short]	GM2A	Homo sapiens (Human)	193
P41440	S19A1_HUMAN	reviewed	Folate transporter 1 (FOLT) (Intestinal folate carrier 1) (IFC-1) (Placental folate transporter) (Reduced folate carrier protein) (RFC) (Solute carrier family 19 member 1)	SLC19A1 FLOT1 RFC1	Homo sapiens (Human)	591
P0DJI8	SAA1_HUMAN	reviewed	Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)]	SAA1	Homo sapiens (Human)	122
Q9UN76	S6A14_HUMAN	reviewed	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+) (Amino acid transporter ATB0+) (Solute carrier family 6 member 14)	SLC6A14	Homo sapiens (Human)	642
P62306	RUXF_HUMAN	reviewed	Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)	SNRPF PBSCF	Homo sapiens (Human)	86
Q9UHI7	S23A1_HUMAN	reviewed	Solute carrier family 23 member 1 (Na(+)/L-ascorbic acid transporter 1) (Sodium-dependent vitamin C transporter 1) (hSVCT1) (Yolk sac permease-like molecule 3)	SLC23A1 SVCT1 YSPL3	Homo sapiens (Human)	598
Q9UGH3	S23A2_HUMAN	reviewed	Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Nucleobase transporter-like 1 protein) (Sodium-dependent vitamin C transporter 2) (hSVCT2) (Yolk sac permease-like molecule 2)	SLC23A2 KIAA0238 NBTL1 SLC23A1 SVCT2 YSPL2	Homo sapiens (Human)	650
P78381	S35A2_HUMAN	reviewed	UDP-galactose translocator (Solute carrier family 35 member A2) (UDP-galactose transporter) (UDP-Gal-Tr) (UGT)	SLC35A2 UGALT UGT UGTL	Homo sapiens (Human)	396
P82909	RT36_HUMAN	reviewed	28S ribosomal protein S36, mitochondrial (MRP-S36) (S36mt)	MRPS36 DC47	Homo sapiens (Human)	103
P62308	RUXG_HUMAN	reviewed	Small nuclear ribonucleoprotein G (snRNP-G) (Sm protein G) (Sm-G) (SmG)	SNRPG PBSCG	Homo sapiens (Human)	76
P62304	RUXE_HUMAN	reviewed	Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE)	SNRPE	Homo sapiens (Human)	92
Q9NSA0	S22AB_HUMAN	reviewed	Solute carrier family 22 member 11 (Organic anion transporter 4)	SLC22A11 OAT4	Homo sapiens (Human)	550
Q9BZV2	S19A3_HUMAN	reviewed	Thiamine transporter 2 (ThTr-2) (ThTr2) (Solute carrier family 19 member 3)	SLC19A3	Homo sapiens (Human)	496
Q9Y2P4	S27A6_HUMAN	reviewed	Long-chain fatty acid transport protein 6 (FATP-6) (Fatty acid transport protein 6) (Fatty-acid-coenzyme A ligase, very long-chain 2) (Solute carrier family 27 member 6) (Very long-chain acyl-CoA synthetase homolog 1) (VLCSH1) (hVLCS-H1)	SLC27A6 ACSVL2 FACVL2 FATP1	Homo sapiens (Human)	619
Q14542	S29A2_HUMAN	reviewed	Equilibrative nucleoside transporter 2 (36 kDa nucleolar protein HNP36) (Delayed-early response protein 12) (Equilibrative nitrobenzylmercaptopurine riboside-insensitive nucleoside transporter) (Equilibrative NBMPR-insensitive nucleoside transporter) (Hydrophobic nucleolar protein, 36 kDa) (Nucleoside transporter, ei-type) (Solute carrier family 29 member 2)	SLC29A2 DER12 ENT2 HNP36	Homo sapiens (Human)	456
P18405	S5A1_HUMAN	reviewed	3-oxo-5-alpha-steroid 4-dehydrogenase 1 (EC 1.3.1.22) (SR type 1) (Steroid 5-alpha-reductase 1) (S5AR 1)	SRD5A1	Homo sapiens (Human)	259
P31213	S5A2_HUMAN	reviewed	3-oxo-5-alpha-steroid 4-dehydrogenase 2 (EC 1.3.1.22) (5 alpha-SR2) (SR type 2) (Steroid 5-alpha-reductase 2) (S5AR 2) (Type II 5-alpha reductase)	SRD5A2	Homo sapiens (Human)	254
Q96LT4	SAMD8_HUMAN	reviewed	Sphingomyelin synthase-related protein 1 (SMSr) (EC 2.7.8.-) (Ceramide phosphoethanolamine synthase) (CPE synthase) (Sterile alpha motif domain-containing protein 8) (SAM domain-containing protein 8)	SAMD8	Homo sapiens (Human)	415
Q01959	SC6A3_HUMAN	reviewed	Sodium-dependent dopamine transporter (DA transporter) (DAT) (Solute carrier family 6 member 3)	SLC6A3 DAT1	Homo sapiens (Human)	620
P05060	SCG1_HUMAN	reviewed	Secretogranin-1 (Chromogranin-B) (CgB) (Secretogranin I) (SgI) [Cleaved into: PE-11; GAWK peptide; CCB peptide]	CHGB SCG1	Homo sapiens (Human)	677
Q8WXD2	SCG3_HUMAN	reviewed	Secretogranin-3 (Secretogranin III) (SgIII)	SCG3 UNQ2502/PRO5990	Homo sapiens (Human)	468
P55809	SCOT1_HUMAN	reviewed	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial (EC 2.8.3.5) (3-oxoacid CoA-transferase 1) (Somatic-type succinyl-CoA:3-oxoacid CoA-transferase) (SCOT-s)	OXCT1 OXCT SCOT	Homo sapiens (Human)	520
